clean_name,season,position,games,fantasy_points_ppr,targets,carries,receiving_yards,rushing_yards,receptions,receiving_tds,rushing_tds,passing_yards,passing_tds,interceptions,recent_team,player_name,player_key,avg_fantasy_points_3yr,avg_targets_3yr,avg_carries_3yr,performance_trend_pct,consistency_score,seasons_played,total_games,avg_opportunity,total_touches,yards_per_touch,passing_efficiency,catch_rate,yards_per_target,points_per_game,opportunity_share
PARKER WASHINGTON,2024,WR,13,97.0,51,0,390.0,0.0,32,3,0,0.0,0,0.0,JAX,Parker Washington,PARKER WASHINGTON_WR,68.0999984741211,36.0,0.0,147.448974609375,1.6662274599075317,2,19,36.0,0.0,0.0,0.0,0.6274509803921569,7.647058823529412,7.461538461538462,51
PARRIS CAMPBELL,2024,WR,4,15.0,8,0,30.0,0.0,6,1,0,0.0,0,0.0,PHI,Parris Campbell,PARRIS CAMPBELL_WR,64.83333587646484,42.0,1.6666666666666667,-50.65789031982422,0.8835024833679199,3,29,43.666666666666664,0.0,0.0,0.0,0.75,3.75,3.75,8
PAT FREIERMUTH,2024,WR,18,172.8,82,0,668.0,0.0,68,7,0,0.0,0,0.0,PIT,Pat Freiermuth,PAT FREIERMUTH_WR,136.8000030517578,78.33333333333333,0.0,93.28858947753906,3.1923255920410156,3,45,78.33333333333333,0.0,0.0,0.0,0.8292682926829268,8.146341463414634,9.600000169542101,82
PATRICK MAHOMES,2024,QB,19,348.38,1,80,2.0,389.0,1,0,4,4607.0,31,13.0,KC,Patrick Mahomes,PATRICK MAHOMES_QB,394.7533264160156,0.6666666666666666,83.66666666666667,-2.7849037647247314,5.494014263153076,3,59,84.33333333333334,0.0,0.0,6.728890818319948,0.0,0.0,18.335789730674342,81
PATRICK RICARD,2024,RB,5,11.200001,5,0,22.0,0.0,3,1,0,0.0,0,0.0,BAL,Patrick Ricard,PATRICK RICARD_RB,15.800000190734863,9.0,2.3333333333333335,-30.86419677734375,3.579831838607788,3,24,11.333333333333334,5.0,4.400000095367432,0.0,0.0,0.0,2.2400001525878905,5
PATRICK TAYLOR,2024,RB,5,29.8,11,39,25.0,183.0,3,0,1,0.0,0,0.0,SF,Patrick Taylor,PATRICK TAYLOR_RB,22.066665649414062,9.666666666666666,28.0,-2.614382743835449,1.565786361694336,3,20,37.666666666666664,50.0,4.159999847412109,0.0,0.0,0.0,5.959999847412109,50
PAYNE DURHAM,2024,TE,5,34.5,14,0,115.0,0.0,11,2,0,0.0,0,0.0,TB,Payne Durham,PAYNE DURHAM_TE,24.049999237060547,11.0,0.0,153.6764678955078,1.627360463142395,2,12,11.0,0.0,0.0,0.0,0.7857142857142857,8.214285714285714,6.9,14
PENNY HART,2022,WR,3,5.0,4,0,20.0,0.0,3,0,0,0.0,0,0.0,SEA,Penny Hart,PENNY HART_WR,5.0,4.0,0.0,0.0,0.0,1,3,4.0,0.0,0.0,0.0,0.75,5.0,1.6666666666666667,4
PEYTON HENDERSHOT,2024,TE,4,10.1,5,0,51.0,0.0,5,0,0,0.0,0,0.0,KC,Peyton Hendershot,PEYTON HENDERSHOT_TE,19.133333206176758,9.333333333333334,0.6666666666666666,29.487180709838867,1.0824775695800781,3,20,10.0,0.0,0.0,0.0,1.0,10.2,2.5250000953674316,5
PHARAOH BROWN,2024,TE,8,12.5,12,0,65.0,0.0,8,0,0,0.0,0,0.0,SEA,Pharaoh Brown,PHARAOH BROWN_TE,24.66666603088379,15.666666666666666,0.0,-66.93122100830078,1.9456781148910522,3,24,15.666666666666666,0.0,0.0,0.0,0.6666666666666666,5.416666666666667,1.5625,12
PHAROH COOPER,2022,WR,2,4.1,2,4,6.0,15.0,2,0,0,0.0,0,0.0,ARI,Pharoh Cooper,PHAROH COOPER_WR,4.099999904632568,2.0,4.0,0.0,0.0,1,2,6.0,0.0,0.0,0.0,1.0,3.0,2.049999952316284,6
PHILLIP LINDSAY,2022,RB,3,14.799999,8,15,19.0,49.0,6,0,0,0.0,0,0.0,IND,Phillip Lindsay,PHILLIP LINDSAY_RB,14.799999237060547,8.0,15.0,0.0,0.0,1,3,23.0,23.0,2.95652174949646,0.0,0.0,0.0,4.933333079020183,23
PIERRE STRONG,2024,RB,11,35.2,22,26,104.0,108.0,14,0,0,0.0,0,0.0,CLE,Pierre Strong,PIERRE STRONG_RB,35.06666564941406,12.333333333333334,33.0,-17.75700569152832,4.495234489440918,3,28,45.333333333333336,48.0,4.416666507720947,0.0,0.0,0.0,3.2000000693581323,48
PJ WALKER,2023,QB,5,19.96,0,13,0.0,30.0,0,0,0,674.0,1,5.0,CLE,P.J. Walker,PJ WALKER_QB,29.549999237060547,0.0,9.5,-49.003578186035156,2.178832530975342,2,11,9.5,0.0,0.0,1.483679525222552,0.0,0.0,3.9919998168945314,13
PUKA NACUA,2024,WR,13,232.4,129,12,1131.0,53.0,90,3,1,0.0,0,0.0,LA,Puka Nacua,PUKA NACUA_WR,281.8999938964844,149.5,12.5,-29.873266220092773,4.026937484741211,2,31,162.0,0.0,0.0,0.0,0.6976744186046512,8.767441860465116,17.876922607421875,141
QUENTIN JOHNSTON,2024,WR,16,174.7,96,3,711.0,6.0,55,8,0,0.0,0,0.0,LAC,Quentin Johnston,QUENTIN JOHNSTON_WR,134.35000610351562,81.5,3.0,85.85105895996094,2.3543941974639893,2,33,84.5,0.0,0.0,0.0,0.5729166666666666,7.40625,10.918749809265137,99
QUEZ WATKINS,2023,WR,6,39.4,25,0,154.0,0.0,18,1,0,0.0,0,0.0,PHI,Quez Watkins,QUEZ WATKINS_WR,62.85000228881836,39.5,1.5,-54.34531021118164,1.8951668739318848,2,24,41.0,0.0,0.0,0.0,0.72,6.16,6.566666920979817,25
QUINTEZ CEPHUS,2022,WR,1,3.5,3,0,15.0,0.0,2,0,0,0.0,0,0.0,DET,Quintez Cephus,QUINTEZ CEPHUS_WR,3.5,3.0,0.0,0.0,0.0,1,1,3.0,0.0,0.0,0.0,0.6666666666666666,5.0,3.5,3
QUINTIN MORRIS,2024,TE,5,14.6,8,0,36.0,0.0,5,1,0,0.0,0,0.0,BUF,Quintin Morris,QUINTIN MORRIS_TE,16.46666717529297,8.333333333333334,0.0,37.73584747314453,2.355909824371338,3,15,8.333333333333334,0.0,0.0,0.0,0.625,4.5,2.9200000762939453,8
RACEY MCMATH,2022,WR,4,6.4,8,1,40.0,4.0,2,0,0,0.0,0,0.0,TEN,Racey McMath,RACEY MCMATH_WR,6.400000095367432,8.0,1.0,0.0,0.0,1,4,9.0,0.0,0.0,0.0,0.25,5.0,1.600000023841858,9
RACHAAD WHITE,2024,RB,16,203.1,59,145,407.0,614.0,53,6,3,0.0,0,0.0,TB,Rachaad White,RACHAAD WHITE_RB,217.1333465576172,67.0,193.33333333333334,-31.26903533935547,3.0000059604644775,3,52,260.33333333333337,204.0,5.004901885986328,0.0,0.0,0.0,12.693750381469727,204
RAHEEM BLACKSHEAR,2024,RB,3,8.0,0,15,0.0,80.0,0,0,0,0.0,0,0.0,CAR,Raheem Blackshear,RAHEEM BLACKSHEAR_RB,23.366666793823242,6.333333333333333,17.333333333333332,-53.216373443603516,1.2119885683059692,3,21,23.666666666666664,15.0,5.333333492279053,0.0,0.0,0.0,2.6666666666666665,15
RAHEEM MOSTERT,2024,RB,12,70.9,23,85,161.0,278.0,19,0,2,0.0,0,0.0,MIA,Raheem Mostert,RAHEEM MOSTERT_RB,170.3000030517578,33.0,161.0,-73.90504455566406,1.69596266746521,3,44,194.0,108.0,4.064815044403076,0.0,0.0,0.0,5.908333460489909,108
RAKIM JARRETT,2024,WR,6,21.4,11,0,124.0,0.0,9,0,0,0.0,0,0.0,TB,Rakim Jarrett,RAKIM JARRETT_WR,15.699999809265137,10.0,0.5,114.0,1.9476450681686401,2,12,10.5,0.0,0.0,0.0,0.8181818181818182,11.272727272727273,3.566666603088379,11
RAMEL KEYTON,2024,WR,2,1.7,3,0,7.0,0.0,1,0,0,0.0,0,0.0,LV,Ramel Keyton,RAMEL KEYTON_WR,1.7000000476837158,3.0,0.0,0.0,0.0,1,2,3.0,0.0,0.0,0.0,0.3333333333333333,2.3333333333333335,0.8500000238418579,3
RANDALL COBB,2023,WR,9,16.9,17,0,39.0,0.0,5,1,0,0.0,0,0.0,NYJ,Randall Cobb,RANDALL COBB_WR,49.29999923706055,33.5,0.0,-79.31456756591797,1.0759371519088745,2,22,33.5,0.0,0.0,0.0,0.29411764705882354,2.2941176470588234,1.8777777353922527,17
RASHAAD PENNY,2023,RB,3,4.8,1,11,5.0,33.0,1,0,0,0.0,0,0.0,PHI,Rashaad Penny,RASHAAD PENNY_RB,28.5,3.0,34.0,-90.80460357666016,0.8503183126449585,2,8,37.0,12.0,3.1666667461395264,0.0,0.0,0.0,1.6000000635782878,12
RASHEE RICE,2024,WR,3,64.9,29,1,288.0,1.0,24,2,0,0.0,0,0.0,KC,Rashee Rice,RASHEE RICE_WR,168.0500030517578,82.0,2.0,-76.06932830810547,1.1520047187805176,2,23,84.0,0.0,0.0,0.0,0.8275862068965517,9.931034482758621,21.633333841959637,30
RASHEEN ALI,2024,RB,4,3.1,2,10,0.0,31.0,0,0,0,0.0,0,0.0,BAL,Rasheen Ali,RASHEEN ALI_RB,3.0999999046325684,2.0,10.0,0.0,0.0,1,4,12.0,12.0,2.5833332538604736,0.0,0.0,0.0,0.7749999761581421,12
RASHID SHAHEED,2024,WR,6,81.8,41,6,349.0,29.0,20,3,0,0.0,0,0.0,NO,Rashid Shaheed,RASHID SHAHEED_WR,113.30001068115234,50.0,5.666666666666667,-48.0964469909668,2.8692374229431152,3,32,55.666666666666664,0.0,0.0,0.0,0.4878048780487805,8.512195121951219,13.633333841959635,47
RASHOD BATEMAN,2024,WR,18,201.6,79,0,846.0,0.0,51,11,0,0.0,0,0.0,BAL,Rashod Bateman,RASHOD BATEMAN_WR,113.23333740234375,56.333333333333336,0.3333333333333333,138.29788208007812,1.4500058889389038,3,41,56.66666666666667,0.0,0.0,0.0,0.6455696202531646,10.708860759493671,11.200000339084202,79
RAY DAVIS,2024,RB,19,125.7,19,120,189.0,478.0,17,3,4,0.0,0,0.0,BUF,Ray Davis,RAY DAVIS_RB,125.69999694824219,19.0,120.0,0.0,0.0,1,19,139.0,139.0,4.798561096191406,0.0,0.0,0.0,6.615789313065378,139
RAYRAY MCCLOUD,2024,WR,17,142.5,87,10,686.0,79.0,62,1,0,0.0,0,0.0,ATL,Ray-Ray McCloud,RAYRAY MCCLOUD_WR,77.9000015258789,43.333333333333336,5.666666666666667,330.51361083984375,1.3589258193969727,3,40,49.0,0.0,0.0,0.0,0.7126436781609196,7.885057471264368,8.382352941176471,97
REGGIE BONNAFON,2022,RB,1,0.8,0,3,0.0,8.0,0,0,0,0.0,0,0.0,WAS,Reggie Bonnafon,REGGIE BONNAFON_RB,0.800000011920929,0.0,3.0,0.0,0.0,1,1,3.0,3.0,2.6666667461395264,0.0,0.0,0.0,0.800000011920929,3
REGGIE GILLIAM,2024,RB,2,0.70000005,0,3,0.0,7.0,0,0,0,0.0,0,0.0,BUF,Reggie Gilliam,REGGIE GILLIAM_RB,7.633333206176758,3.6666666666666665,1.0,-46.153839111328125,0.6641616225242615,3,7,4.666666666666666,3.0,2.3333332538604736,0.0,0.0,0.0,0.3500000238418579,3
REX BURKHEAD,2022,TE,15,71.4,51,26,204.0,80.0,37,1,0,0.0,0,0.0,HOU,Rex Burkhead,REX BURKHEAD_TE,71.4000015258789,51.0,26.0,0.0,0.0,1,15,77.0,0.0,0.0,0.0,0.7254901960784313,4.0,4.76000010172526,77
RHAMONDRE STEVENSON,2024,RB,15,175.9,41,207,168.0,801.0,33,1,7,0.0,0,0.0,NE,Rhamondre Stevenson,RHAMONDRE STEVENSON_RB,190.2333221435547,60.0,191.0,20.727521896362305,3.5778801441192627,3,44,251.0,248.0,3.9072580337524414,0.0,0.0,0.0,11.726666259765626,248
RICHARD RODGERS,2022,TE,3,1.4,4,0,4.0,0.0,1,0,0,0.0,0,0.0,LAC,Richard Rodgers,RICHARD RODGERS_TE,1.399999976158142,4.0,0.0,0.0,0.0,1,3,4.0,0.0,0.0,0.0,0.25,1.0,0.4666666587193807,4
RICHIE JAMES,2023,WR,11,23.0,18,0,120.0,0.0,11,0,0,0.0,0,0.0,KC,Richie James,RICHIE JAMES_WR,90.3499984741211,52.0,1.0,-85.41534423828125,0.9485834836959839,2,27,53.0,0.0,0.0,0.0,0.6111111111111112,6.666666666666667,2.090909090909091,18
RICKY PEARSALL,2024,WR,10,93.5,46,3,400.0,45.0,31,3,0,0.0,0,0.0,SF,Ricky Pearsall,RICKY PEARSALL_WR,93.5,46.0,3.0,0.0,0.0,1,10,49.0,0.0,0.0,0.0,0.6739130434782609,8.695652173913043,9.35,49
RICO DOWDLE,2024,RB,16,197.8,49,235,249.0,1079.0,39,3,2,0.0,0,0.0,DAL,Rico Dowdle,RICO DOWDLE_RB,147.89999389648438,37.0,163.0,101.83673858642578,2.095813274383545,2,33,200.0,284.0,4.676056385040283,0.0,0.0,0.0,12.362500190734863,284
RIVER CRACRAFT,2024,WR,4,13.6,9,0,66.0,0.0,7,0,0,0.0,0,0.0,MIA,River Cracraft,RIVER CRACRAFT_WR,25.733335494995117,12.666666666666666,0.0,-58.02469253540039,2.444997549057007,3,19,12.666666666666666,0.0,0.0,0.0,0.7777777777777778,7.333333333333333,3.4000000953674316,9
ROBBIE CHOSEN,2024,WR,1,1.5,4,0,5.0,0.0,1,0,0,0.0,0,0.0,MIA,Robbie Chosen,ROBBIE CHOSEN_WR,25.433334350585938,18.0,0.0,-93.36283111572266,0.9986201524734497,3,18,18.0,0.0,0.0,0.0,0.25,1.25,1.5,4
ROBERT TONYAN,2022,WR,17,112.0,67,0,470.0,0.0,53,2,0,0.0,0,0.0,GB,Robert Tonyan,ROBERT TONYAN_WR,112.0,67.0,0.0,0.0,0.0,1,17,67.0,0.0,0.0,0.0,0.7910447761194029,7.014925373134329,6.588235294117647,67
ROBERT TONYAN,2023,TE,11,22.2,17,0,112.0,0.0,11,0,0,0.0,0,0.0,CHI,Robert Tonyan,ROBERT TONYAN_TE,22.200000762939453,17.0,0.0,0.0,0.0,1,11,17.0,0.0,0.0,0.0,0.6470588235294118,6.588235294117647,2.01818188753995,17
ROBERT WOODS,2024,WR,13,42.5,34,0,225.0,0.0,22,0,0,0.0,0,0.0,HOU,Robert Woods,ROBERT WOODS_WR,84.4000015258789,68.66666666666667,0.3333333333333333,-54.30107879638672,2.201899766921997,3,45,69.0,0.0,0.0,0.0,0.6470588235294118,6.617647058823529,3.269230769230769,34
ROME ODUNZE,2024,WR,17,144.9,101,3,734.0,15.0,54,3,0,0.0,0,0.0,CHI,Rome Odunze,ROME ODUNZE_WR,144.89999389648438,101.0,3.0,0.0,0.0,1,17,104.0,0.0,0.0,0.0,0.5346534653465347,7.267326732673268,8.523529052734375,104
ROMEO DOUBS,2024,WR,14,135.4,74,0,614.0,0.0,48,4,0,0.0,0,0.0,GB,Romeo Doubs,ROMEO DOUBS_WR,150.26666259765625,83.0,0.3333333333333333,-36.6697883605957,2.610680103302002,3,46,83.33333333333333,0.0,0.0,0.0,0.6486486486486487,8.297297297297296,9.67142813546317,74
RONALD JONES,2022,RB,6,16.2,1,18,22.0,70.0,1,0,1,0.0,0,0.0,KC,Ronald Jones,RONALD JONES_RB,16.200000762939453,1.0,18.0,0.0,0.0,1,6,19.0,19.0,4.842105388641357,0.0,0.0,0.0,2.7000001271565757,19
RONDALE MOORE,2023,WR,17,105.0,62,28,352.0,178.0,40,1,1,0.0,0,0.0,ARI,Rondale Moore,RONDALE MOORE_WR,96.44999694824219,59.0,17.0,19.45392417907715,7.976661205291748,2,25,76.0,0.0,0.0,0.0,0.6451612903225806,5.67741935483871,6.176470588235294,90
RONNIE BELL,2024,WR,3,4.2,6,0,22.0,0.0,2,0,0,0.0,0,0.0,SF,Ronnie Bell,RONNIE BELL_WR,17.5,9.5,0.0,-86.36363220214844,0.9304036498069763,2,11,9.5,0.0,0.0,0.0,0.3333333333333333,3.6666666666666665,1.3999999364217122,6
RONNIE RIVERS,2024,RB,6,19.1,6,25,34.0,107.0,5,0,0,0.0,0,0.0,LA,Ronnie Rivers,RONNIE RIVERS_RB,18.866666793823242,6.333333333333333,23.0,-30.545452117919922,2.15561580657959,3,16,29.333333333333332,31.0,4.548387050628662,0.0,0.0,0.0,3.183333396911621,31
ROSCHON JOHNSON,2024,RB,12,77.4,20,55,104.0,150.0,16,0,6,0.0,0,0.0,CHI,Roschon Johnson,ROSCHON JOHNSON_RB,89.75,30.0,68.0,-24.191967010498047,5.138691425323486,2,27,98.0,75.0,3.386666774749756,0.0,0.0,0.0,6.450000127156575,75
ROSS DWELLEY,2024,TE,1,1.5,1,0,5.0,0.0,1,0,0,0.0,0,0.0,ATL,Ross Dwelley,ROSS DWELLEY_TE,7.733333587646484,2.6666666666666665,0.0,-31.81818389892578,0.7584494352340698,3,7,2.6666666666666665,0.0,0.0,0.0,1.0,5.0,1.5,1
ROYCE FREEMAN,2023,RB,9,46.2,2,77,13.0,319.0,1,0,2,0.0,0,0.0,LA,Royce Freeman,ROYCE FREEMAN_RB,32.599998474121094,5.0,59.0,143.15789794921875,1.6949764490127563,2,13,64.0,79.0,4.202531814575195,0.0,0.0,0.0,5.1333334181043835,79
RUSSELL GAGE,2022,WR,14,126.6,78,0,436.0,0.0,53,5,0,0.0,0,0.0,TB,Russell Gage,RUSSELL GAGE_WR,126.5999984741211,78.0,0.0,0.0,0.0,1,14,78.0,0.0,0.0,0.0,0.6794871794871795,5.589743589743589,9.042857033865792,78
RUSSELL WILSON,2024,QB,12,192.18001,0,46,0.0,161.0,0,0,2,2752.0,18,5.0,PIT,Russell Wilson,RUSSELL WILSON_QB,224.9466552734375,0.3333333333333333,60.333333333333336,-25.192678451538086,6.949735641479492,3,42,60.66666666666667,0.0,0.0,6.540697674418605,0.0,0.0,16.01500066121419,46
RYAN FLOURNOY,2024,WR,7,18.2,14,0,102.0,0.0,10,0,0,0.0,0,0.0,DAL,Ryan Flournoy,RYAN FLOURNOY_WR,18.200000762939453,14.0,0.0,0.0,0.0,1,7,14.0,0.0,0.0,0.0,0.7142857142857143,7.285714285714286,2.6000001089913503,14
RYAN GRIFFIN,2022,TE,7,6.6,8,0,26.0,0.0,4,0,0,0.0,0,0.0,CHI,Ryan Griffin,RYAN GRIFFIN_TE,6.599999904632568,8.0,0.0,0.0,0.0,1,7,8.0,0.0,0.0,0.0,0.5,3.25,0.9428571292332241,8
RYAN MILLER,2024,WR,8,36.8,20,0,128.0,0.0,12,2,0,0.0,0,0.0,TB,Ryan Miller,RYAN MILLER_WR,36.79999923706055,20.0,0.0,0.0,0.0,1,8,20.0,0.0,0.0,0.0,0.6,6.4,4.599999904632568,20
RYAN TANNEHILL,2023,QB,9,80.04,1,17,0.0,74.0,0,0,1,1616.0,4,7.0,TEN,Ryan Tannehill,RYAN TANNEHILL_QB,122.63999938964844,0.5,25.5,-51.56136703491211,2.035670518875122,2,21,26.0,0.0,0.0,2.4752475247524752,0.0,0.0,8.893333435058594,18
SALVON AHMED,2023,RB,7,42.9,23,22,88.0,61.0,16,1,1,0.0,0,0.0,MIA,Salvon Ahmed,SALVON AHMED_RB,32.45000076293945,14.5,19.5,95.00000762939453,2.1957523822784424,2,14,34.0,45.0,3.3111112117767334,0.0,0.0,0.0,6.128571646554129,45
SAM DARNOLD,2024,QB,18,319.66,0,71,0.0,231.0,0,0,1,4564.0,36,13.0,MIN,Sam Darnold,SAM DARNOLD_QB,143.1199951171875,0.0,39.333333333333336,1267.2369384765625,0.916887104511261,3,34,39.333333333333336,0.0,0.0,7.887817703768623,0.0,0.0,17.75888909233941,71
SAM EHLINGER,2022,QB,4,35.62,0,17,0.0,87.0,0,0,0,573.0,3,3.0,IND,Sam Ehlinger,SAM EHLINGER_QB,35.619998931884766,0.0,17.0,0.0,0.0,1,4,17.0,0.0,0.0,5.235602094240838,0.0,0.0,8.904999732971191,17
SAM LAPORTA,2024,WR,17,191.7,90,0,777.0,0.0,66,8,0,0.0,0,0.0,DET,Sam LaPorta,SAM LAPORTA_WR,237.79998779296875,118.5,0.5,-32.47622299194336,3.647505044937134,2,37,119.0,0.0,0.0,0.0,0.7333333333333333,8.633333333333333,11.27647040872013,90
SAMAJE PERINE,2024,RB,20,84.9,38,21,339.0,100.0,29,1,1,0.0,0,0.0,KC,Samaje Perine,SAMAJE PERINE_RB,123.86666870117188,51.666666666666664,61.0,-30.008243560791016,3.072751045227051,3,56,112.66666666666666,59.0,7.440678119659424,0.0,0.0,0.0,4.2450000762939455,59
SAMMY WATKINS,2022,WR,10,48.7,30,0,337.0,0.0,17,0,0,0.0,0,0.0,BAL,Sammy Watkins,SAMMY WATKINS_WR,48.70000076293945,30.0,0.0,0.0,0.0,1,10,30.0,0.0,0.0,0.0,0.5666666666666667,11.233333333333333,4.8700000762939455,30
SAMORI TOURE,2023,WR,8,17.8,18,0,78.0,0.0,8,0,0,0.0,0,0.0,GB,Samori Toure,SAMORI TOURE_WR,18.5,14.0,0.0,-7.291665077209473,18.687828063964844,2,12,14.0,0.0,0.0,0.0,0.4444444444444444,4.333333333333333,2.2249999046325684,18
SAQUON BARKLEY,2024,RB,20,455.7,58,436,353.0,2504.0,46,2,18,0.0,0,0.0,PHI,Saquon Barkley,SAQUON BARKLEY_RB,333.6666564941406,67.66666666666667,332.0,104.16667175292969,2.8596537113189697,3,52,399.6666666666667,494.0,5.783401012420654,0.0,0.0,0.0,22.785000610351563,494
SCOTT MATLOCK,2024,RB,5,6.8,5,0,28.0,0.0,4,0,0,0.0,0,0.0,LAC,Scott Matlock,SCOTT MATLOCK_RB,6.800000190734863,5.0,0.0,0.0,0.0,1,5,5.0,5.0,5.599999904632568,0.0,0.0,0.0,1.3600000381469726,5
SCOTT MILLER,2024,WR,4,11.9,9,0,69.0,0.0,5,0,0,0.0,0,0.0,PIT,Scott Miller,SCOTT MILLER_WR,31.099998474121094,21.666666666666668,0.3333333333333333,-69.56521606445312,1.8617746829986572,3,24,22.0,0.0,0.0,0.0,0.5555555555555556,7.666666666666667,2.9749999046325684,9
SEAN CLIFFORD,2023,QB,2,1.28,0,3,0.0,-2.0,0,0,0,37.0,0,0.0,GB,Sean Clifford,SEAN CLIFFORD_QB,1.2799999713897705,0.0,3.0,0.0,0.0,1,2,3.0,0.0,0.0,0.0,0.0,0.0,0.6399999856948853,3
SEAN TUCKER,2024,RB,11,68.7,12,50,109.0,308.0,9,1,2,0.0,0,0.0,TB,Sean Tucker,SEAN TUCKER_RB,36.94999694824219,7.0,32.5,1221.1536865234375,0.8229163289070129,2,14,39.5,62.0,6.72580623626709,0.0,0.0,0.0,6.245454268022017,62
SHANE ZYLSTRA,2024,TE,1,3.2,1,0,22.0,0.0,1,0,0,0.0,0,0.0,DET,Shane Zylstra,SHANE ZYLSTRA_TE,22.100000381469727,8.0,0.0,-92.19511413574219,0.8268285989761353,2,9,8.0,0.0,0.0,0.0,1.0,22.0,3.200000047683716,1
SHI SMITH,2022,WR,15,61.6,41,0,296.0,0.0,22,2,0,0.0,0,0.0,CAR,Shi Smith,SHI SMITH_WR,61.599998474121094,41.0,0.0,0.0,0.0,1,15,41.0,0.0,0.0,0.0,0.5365853658536586,7.219512195121951,4.106666564941406,41
SIMI FEHOKO,2024,WR,5,16.6,16,0,106.0,0.0,6,0,0,0.0,0,0.0,LAC,Simi Fehoko,SIMI FEHOKO_WR,9.966667175292969,7.333333333333333,0.0,110.1265869140625,1.6952828168869019,3,8,7.333333333333333,0.0,0.0,0.0,0.375,6.625,3.3200000762939452,16
SINCERE MCCORMICK,2024,RB,4,27.2,7,39,29.0,183.0,6,0,0,0.0,0,0.0,LV,Sincere McCormick,SINCERE MCCORMICK_RB,27.200000762939453,7.0,39.0,0.0,0.0,1,4,46.0,46.0,4.6086955070495605,0.0,0.0,0.0,6.800000190734863,46
SIONE VAKI,2024,RB,4,8.1,3,6,37.0,14.0,3,0,0,0.0,0,0.0,DET,Sione Vaki,SIONE VAKI_RB,8.100000381469727,3.0,6.0,0.0,0.0,1,4,9.0,9.0,5.666666507720947,0.0,0.0,0.0,2.0250000953674316,9
SKYLAR THOMPSON,2024,QB,2,7.88,0,1,0.0,4.0,0,0,0,187.0,0,0.0,MIA,Skylar Thompson,SKYLAR THOMPSON_QB,18.220001220703125,0.0,8.5,-72.40896606445312,1.2459851503372192,2,10,8.5,0.0,0.0,0.0,0.0,0.0,3.940000057220459,1
SNOOP CONNER,2022,RB,5,10.2,0,12,0.0,42.0,0,0,1,0.0,0,0.0,JAX,Snoop Conner,SNOOP CONNER_RB,10.199999809265137,0.0,12.0,0.0,0.0,1,5,12.0,12.0,3.5,0.0,0.0,0.0,2.0399999618530273,12
SONY MICHEL,2022,RB,10,24.9,13,36,53.0,106.0,9,0,0,0.0,0,0.0,LAC,Sony Michel,SONY MICHEL_RB,24.899999618530273,13.0,36.0,0.0,0.0,1,10,49.0,49.0,3.2448978424072266,0.0,0.0,0.0,2.4899999618530275,49
SPENCER BROWN,2022,RB,2,7.3,4,9,10.0,43.0,2,0,0,0.0,0,0.0,CAR,Spencer Brown,SPENCER BROWN_RB,7.300000190734863,4.0,9.0,0.0,0.0,1,2,13.0,13.0,4.07692289352417,0.0,0.0,0.0,3.6500000953674316,13
SPENCER RATTLER,2024,QB,7,67.28,0,18,0.0,146.0,0,0,0,1317.0,4,5.0,NO,Spencer Rattler,SPENCER RATTLER_QB,67.27999877929688,0.0,18.0,0.0,0.0,1,7,18.0,0.0,0.0,3.0372057706909645,0.0,0.0,9.611428397042411,18
STEFON DIGGS,2024,WR,8,121.92,64,3,496.0,8.0,47,3,1,13.0,0,0.0,HOU,Stefon Diggs,STEFON DIGGS_WR,252.0733184814453,138.0,2.0,-58.21795654296875,2.181856870651245,3,45,140.0,0.0,0.0,0.0,0.734375,7.75,15.239999771118164,67
STEPHEN ANDERSON,2022,TE,5,3.9,7,0,9.0,0.0,3,0,0,0.0,0,0.0,ARI,Stephen Anderson,STEPHEN ANDERSON_TE,3.9000000953674316,7.0,0.0,0.0,0.0,1,5,7.0,0.0,0.0,0.0,0.42857142857142855,1.2857142857142858,0.7800000190734864,7
STERLING SHEPARD,2024,WR,13,80.3,51,8,334.0,69.0,32,1,0,0.0,0,0.0,TB,Sterling Shepard,STERLING SHEPARD_WR,45.66666793823242,32.333333333333336,3.0,260.0897216796875,1.492499589920044,3,26,35.333333333333336,0.0,0.0,0.0,0.6274509803921569,6.549019607843137,6.1769233116736775,59
STEVEN SIMS,2024,WR,3,2.9,1,2,4.0,15.0,1,0,0,0.0,0,0.0,BAL,Steven Sims,STEVEN SIMS_WR,15.300000190734863,9.0,5.333333333333333,-75.00000762939453,1.047527551651001,3,17,14.333333333333332,0.0,0.0,0.0,1.0,4.0,0.9666666984558105,3
STONE SMARTT,2024,TE,7,34.8,19,0,208.0,0.0,16,0,0,0.0,0,0.0,LAC,Stone Smartt,STONE SMARTT_TE,24.33333396911621,15.0,0.0,7.076920509338379,1.504112720489502,3,22,15.0,0.0,0.0,0.0,0.8421052631578947,10.947368421052632,4.971428462437221,19
TANK BIGSBY,2024,RB,15,129.0,12,168,54.0,766.0,7,0,7,0.0,0,0.0,JAX,Tank Bigsby,TANK BIGSBY_RB,76.9000015258789,8.0,109.0,420.1612854003906,1.043695092201233,2,28,117.0,180.0,4.55555534362793,0.0,0.0,0.0,8.6,180
TANK DELL,2024,WR,14,140.0,81,9,667.0,43.0,51,3,0,0.0,0,0.0,HOU,Tank Dell,TANK DELL_WR,152.5,78.0,10.0,-15.15151596069336,8.626702308654785,2,24,88.0,0.0,0.0,0.0,0.6296296296296297,8.234567901234568,10.0,90
