clean_name,season,position,games,fantasy_points_ppr,targets,carries,receiving_yards,rushing_yards,receptions,receiving_tds,rushing_tds,passing_yards,passing_tds,interceptions,recent_team,player_name,player_key,avg_fantasy_points_3yr,avg_targets_3yr,avg_carries_3yr,performance_trend_pct,consistency_score,seasons_played,total_games,avg_opportunity,total_touches,yards_per_touch,passing_efficiency,catch_rate,yards_per_target,points_per_game,opportunity_share
TANNER CONNER,2024,WR,2,4.6,4,0,16.0,0.0,3,0,0,0.0,0,0.0,MIA,Tanner Conner,TANNER CONNER_WR,2.299999952316284,3.5,0.0,0.0,0.7071067690849304,2,4,3.5,0.0,0.0,0.0,0.75,4.0,2.299999952316284,4
TANNER HUDSON,2024,TE,9,38.5,23,1,154.0,1.0,19,1,0,0.0,0,0.0,CIN,Tanner Hudson,TANNER HUDSON_TE,47.29999923706055,29.333333333333332,0.3333333333333333,-51.99501037597656,1.6033161878585815,3,27,29.666666666666664,0.0,0.0,0.0,0.8260869565217391,6.695652173913044,4.277777777777778,24
TANNER MCKEE,2024,QB,2,28.82,0,5,0.0,-1.0,0,0,0,323.0,4,0.0,PHI,Tanner McKee,TANNER MCKEE_QB,28.81999969482422,0.0,5.0,0.0,0.0,1,2,5.0,0.0,0.0,12.38390092879257,0.0,0.0,14.40999984741211,5
TAY MARTIN,2024,WR,1,11.9,2,0,49.0,0.0,1,1,0,0.0,0,0.0,TEN,Tay Martin,TAY MARTIN_WR,11.899999618530273,2.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,0.5,24.5,11.899999618530273,2
TAYLOR HEINICKE,2024,QB,4,3.1200001,0,2,0.0,20.0,0,0,0,28.0,0,0.0,LAC,Taylor Heinicke,TAYLOR HEINICKE_QB,61.693328857421875,0.0,15.0,-95.27273559570312,1.0910841226577759,3,18,15.0,0.0,0.0,0.0,0.0,0.0,0.7800000309944153,2
TAYSOM HILL,2023,QB,16,143.52,40,81,291.0,401.0,33,2,4,83.0,1,0.0,NO,Taysom Hill,TAYSOM HILL_QB,144.66000366210938,26.5,88.5,-1.563785195350647,89.72817993164062,2,32,115.0,0.0,0.0,12.048192771084338,0.0,0.0,8.970000267028809,121
TAYSOM HILL,2024,TE,8,102.34,31,39,187.0,278.0,23,0,6,21.0,0,1.0,NO,Taysom Hill,TAYSOM HILL_TE,102.33999633789062,31.0,39.0,0.0,0.0,1,8,70.0,0.0,0.0,0.0,0.7419354838709677,6.032258064516129,12.792499542236328,70
TEAGAN QUITORIANO,2023,TE,3,5.3,3,0,33.0,0.0,2,0,0,0.0,0,0.0,HOU,Teagan Quitoriano,TEAGAN QUITORIANO_TE,17.799999237060547,8.5,0.0,-82.50825500488281,1.0069199800491333,2,10,8.5,0.0,0.0,0.0,0.6666666666666666,11.0,1.7666667302449544,3
TEDDY BRIDGEWATER,2024,QB,1,0.12,0,0,0.0,0.0,0,0,0,3.0,0,0.0,DET,Teddy Bridgewater,TEDDY BRIDGEWATER_QB,12.646666526794434,0.0,1.6666666666666667,0.0,0.5755146145820618,3,7,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.11999999731779099,0
TEE HIGGINS,2024,WR,12,222.09999,109,0,911.0,0.0,73,10,0,0.0,0,0.0,CIN,Tee Higgins,TEE HIGGINS_WR,205.4666748046875,105.0,0.0,61.409873962402344,3.3536012172698975,3,41,105.0,0.0,0.0,0.0,0.6697247706422018,8.357798165137615,18.50833257039388,109
TERRACE MARSHALL,2024,WR,5,7.1,6,0,41.0,0.0,3,0,0,0.0,0,0.0,LV,Terrace Marshall,TERRACE MARSHALL_WR,41.0,28.666666666666668,0.0,-78.4194564819336,1.0623722076416016,3,26,28.666666666666668,0.0,0.0,0.0,0.5,6.833333333333333,1.4199999809265136,6
TERRELL JENNINGS,2024,RB,2,3.3,1,13,0.0,33.0,0,0,0,0.0,0,0.0,NE,Terrell Jennings,TERRELL JENNINGS_RB,3.299999952316284,1.0,13.0,0.0,0.0,1,2,14.0,14.0,2.357142925262451,0.0,0.0,0.0,1.649999976158142,14
TERRY MCLAURIN,2024,WR,20,322.5,140,2,1323.0,2.0,96,16,0,0.0,0,0.0,WAS,Terry McLaurin,TERRY MCLAURIN_WR,251.56666564941406,130.66666666666666,3.0,58.710636138916016,4.007758140563965,3,54,133.66666666666666,0.0,0.0,0.0,0.6857142857142857,9.45,16.125,142
TEVIN COLEMAN,2022,RB,2,22.0,3,12,44.0,26.0,3,1,1,0.0,0,0.0,SF,Tevin Coleman,TEVIN COLEMAN_RB,22.0,3.0,12.0,0.0,0.0,1,2,15.0,15.0,4.666666507720947,0.0,0.0,0.0,11.0,15
THEO JOHNSON,2024,TE,10,68.1,43,0,331.0,0.0,29,1,0,0.0,0,0.0,NYG,Theo Johnson,THEO JOHNSON_TE,68.0999984741211,43.0,0.0,0.0,0.0,1,10,43.0,0.0,0.0,0.0,0.6744186046511628,7.6976744186046515,6.80999984741211,43
TIM BOYLE,2024,QB,3,13.940001,0,3,0.0,9.0,0,0,0,276.0,1,1.0,NYG,Tim Boyle,TIM BOYLE_QB,7.319999694824219,0.0,3.0,27.889915466308594,0.8166652321815491,3,7,3.0,0.0,0.0,3.6231884057971016,0.0,0.0,4.646666844685872,3
TIM JONES,2024,WR,3,7.1,5,0,41.0,0.0,3,0,0,0.0,0,0.0,JAX,Tim Jones,TIM JONES_WR,10.799999237060547,9.0,0.0,-63.21242904663086,1.4630707502365112,3,16,9.0,0.0,0.0,0.0,0.6,8.2,2.366666634877523,5
TIM PATRICK,2024,WR,16,95.6,48,0,416.0,0.0,34,3,0,0.0,0,0.0,DET,Tim Patrick,TIM PATRICK_WR,95.5999984741211,48.0,0.0,0.0,0.0,1,16,48.0,0.0,0.0,0.0,0.7083333333333334,8.666666666666666,5.974999904632568,48
TIP REIMAN,2024,TE,5,9.7,7,0,37.0,0.0,6,0,0,0.0,0,0.0,ARI,Tip Reiman,TIP REIMAN_TE,9.699999809265137,7.0,0.0,0.0,0.0,1,5,7.0,0.0,0.0,0.0,0.8571428571428571,5.285714285714286,1.9399999618530273,7
TJ HOCKENSON,2024,WR,11,103.899994,67,0,519.0,0.0,46,1,0,0.0,0,0.0,MIN,T.J. Hockenson,TJ HOCKENSON_WR,187.066650390625,111.33333333333333,0.0,-52.55707931518555,2.574263095855713,3,44,111.33333333333333,0.0,0.0,0.0,0.6865671641791045,7.746268656716418,9.445453990589488,67
TOM BRADY,2022,QB,18,293.7,1,29,0.0,-1.0,0,0,1,5045.0,27,10.0,TB,Tom Brady,TOM BRADY_QB,293.70001220703125,1.0,29.0,0.0,0.0,1,18,30.0,0.0,0.0,5.351833498513379,0.0,0.0,16.316667344835068,30
TOMMY DEVITO,2024,QB,2,13.4800005,0,8,0.0,32.0,0,0,0,257.0,0,0.0,NYG,Tommy DeVito,TOMMY DEVITO_QB,53.51000213623047,0.0,22.0,-85.58905029296875,0.9452232122421265,2,11,22.0,0.0,0.0,0.0,0.0,0.0,6.740000247955322,8
TOMMY SWEENEY,2022,TE,1,1.7,1,0,7.0,0.0,1,0,0,0.0,0,0.0,BUF,Tommy Sweeney,TOMMY SWEENEY_TE,1.7000000476837158,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,7.0,1.7000000476837158,1
TOMMY TREMBLE,2024,TE,10,56.4,32,0,234.0,0.0,23,2,0,0.0,0,0.0,CAR,Tommy Tremble,TOMMY TREMBLE_TE,57.06666946411133,32.0,0.0,-6.62251615524292,18.679452896118164,3,37,32.0,0.0,0.0,0.0,0.71875,7.3125,5.6400001525878904,32
TONY JONES,2024,RB,1,11.5,0,4,0.0,55.0,0,0,1,0.0,0,0.0,ARI,Tony Jones,TONY JONES_RB,18.03333282470703,6.0,13.333333333333334,-64.28571319580078,1.4683910608291626,3,10,19.333333333333336,4.0,13.75,0.0,0.0,0.0,11.5,4
TONY POLLARD,2024,RB,16,200.7,57,260,238.0,1079.0,41,0,5,0.0,0,0.0,TEN,Tony Pollard,TONY POLLARD_RB,236.93333435058594,64.66666666666667,247.0,-17.77960205078125,7.129100799560547,3,52,311.6666666666667,317.0,4.154573917388916,0.0,0.0,0.0,12.543749809265137,317
TRACE MCSORLEY,2022,QB,5,8.58,0,15,0.0,61.0,0,0,0,412.0,0,5.0,ARI,Trace McSorley,TRACE MCSORLEY_QB,8.579999923706055,0.0,15.0,0.0,0.0,1,5,15.0,0.0,0.0,0.0,0.0,0.0,1.7159999847412108,15
TRAVIS ETIENNE,2024,RB,15,130.2,52,150,254.0,558.0,39,0,2,0.0,0,0.0,JAX,Travis Etienne,TRAVIS ETIENNE_RB,215.26666259765625,58.0,222.33333333333334,-53.895179748535156,2.771604537963867,3,51,280.33333333333337,202.0,4.019802093505859,0.0,0.0,0.0,8.67999979654948,202
TRAVIS HOMER,2024,RB,4,6.3999996,3,6,11.0,23.0,3,0,0,0.0,0,0.0,CHI,Travis Homer,TRAVIS HOMER_RB,16.5,7.333333333333333,8.333333333333334,0.0,0.7094494700431824,3,13,15.666666666666668,9.0,3.777777671813965,0.0,0.0,0.0,1.5999999046325684,9
TRAVIS KELCE,2024,WR,19,231.9,151,1,998.0,1.0,110,4,0,0.0,0,0.0,KC,Travis Kelce,TRAVIS KELCE_WR,310.1000061035156,164.0,1.3333333333333333,-24.06679916381836,3.844877004623413,3,58,165.33333333333334,0.0,0.0,0.0,0.7284768211920529,6.6092715231788075,12.205262836657072,152
TRAYVEON WILLIAMS,2023,RB,14,14.9,9,15,10.0,69.0,7,0,0,0.0,0,0.0,CIN,Trayveon Williams,TRAYVEON WILLIAMS_RB,11.449999809265137,6.0,10.5,86.25000762939453,2.3467745780944824,2,18,16.5,24.0,3.2916667461395264,0.0,0.0,0.0,1.0642856870378767,24
TRE MCKITTY,2022,TE,9,20.8,20,0,88.0,0.0,12,0,0,0.0,0,0.0,LAC,Tre' McKitty,TRE MCKITTY_TE,20.799999237060547,20.0,0.0,0.0,0.0,1,9,20.0,0.0,0.0,0.0,0.6,4.4,2.3111110263400607,20
TRE TUCKER,2024,WR,17,129.3,81,9,539.0,44.0,47,3,1,0.0,0,0.0,LV,Tre Tucker,TRE TUCKER_WR,100.55000305175781,57.5,9.5,80.08355712890625,2.473029136657715,2,30,67.0,0.0,0.0,0.0,0.5802469135802469,6.654320987654321,7.6058825324563415,90
TRENT SHERFIELD,2024,WR,9,25.1,12,0,91.0,0.0,10,1,0,0.0,0,0.0,MIN,Trent Sherfield,TRENT SHERFIELD_WR,45.366668701171875,30.0,0.0,-8.05860424041748,1.3658134937286377,3,36,30.0,0.0,0.0,0.0,0.8333333333333334,7.583333333333333,2.788888931274414,12
TRENT TAYLOR,2024,WR,1,2.1,1,0,11.0,0.0,1,0,0,0.0,0,0.0,SF,Trent Taylor,TRENT TAYLOR_WR,5.200000286102295,4.333333333333333,1.6666666666666667,0.0,0.6979394555091858,3,10,6.0,0.0,0.0,0.0,1.0,11.0,2.0999999046325684,1
TRENTON IRWIN,2024,WR,4,4.5,10,0,15.0,0.0,3,0,0,0.0,0,0.0,CIN,Trenton Irwin,TRENTON IRWIN_WR,44.733333587646484,23.0,0.3333333333333333,-92.8115005493164,1.2811825275421143,3,25,23.333333333333332,0.0,0.0,0.0,0.3,1.5,1.125,10
TREQUAN SMITH,2022,WR,9,52.8,27,0,278.0,0.0,19,1,0,0.0,0,0.0,NO,Tre'Quan Smith,TREQUAN SMITH_WR,52.79999923706055,27.0,0.0,0.0,0.0,1,9,27.0,0.0,0.0,0.0,0.7037037037037037,10.296296296296296,5.8666665818956165,27
TRESTAN EBNER,2022,RB,7,8.200001,8,24,8.0,54.0,2,0,0,0.0,0,0.0,CHI,Trestan Ebner,TRESTAN EBNER_RB,8.200000762939453,8.0,24.0,0.0,0.0,1,7,32.0,32.0,1.9375,0.0,0.0,0.0,1.1714286804199219,32
TREVON WESCO,2023,TE,3,3.1,3,0,21.0,0.0,1,0,0,0.0,0,0.0,TEN,Trevon Wesco,TREVON WESCO_TE,4.849999904632568,3.5,0.0,-53.03030776977539,1.959695816040039,2,7,3.5,0.0,0.0,0.0,0.3333333333333333,7.0,1.0333333015441895,3
TREVOR LAWRENCE,2024,QB,10,145.7,0,26,0.0,119.0,0,0,3,2045.0,11,7.0,JAX,Trevor Lawrence,TREVOR LAWRENCE_QB,246.48667907714844,0.0,54.0,-44.50369644165039,2.6279001235961914,3,45,54.0,0.0,0.0,5.378973105134475,0.0,0.0,14.569999694824219,26
TREVOR SIEMIAN,2023,QB,5,26.96,0,11,0.0,40.0,0,0,0,724.0,2,4.0,NYJ,Trevor Siemian,TREVOR SIEMIAN_QB,18.559999465942383,0.0,7.5,165.3543243408203,1.5623693466186523,2,7,7.5,0.0,0.0,2.7624309392265194,0.0,0.0,5.391999816894531,11
TREY BENSON,2024,RB,12,47.0,6,63,59.0,291.0,6,0,1,0.0,0,0.0,ARI,Trey Benson,TREY BENSON_RB,47.0,6.0,63.0,0.0,0.0,1,12,69.0,69.0,5.0724639892578125,0.0,0.0,0.0,3.9166666666666665,69
TREY LANCE,2024,QB,4,12.74,0,11,0.0,41.0,0,0,0,266.0,0,1.0,DAL,Trey Lance,TREY LANCE_QB,12.600000381469727,0.0,13.5,2.2471888065338135,63.639671325683594,2,6,13.5,0.0,0.0,0.0,0.0,0.0,3.184999942779541,11
TREY MCBRIDE,2022,TE,9,61.499996,39,0,265.0,0.0,29,1,0,0.0,0,0.0,ARI,Trey McBride,TREY MCBRIDE_TE,61.499996185302734,39.0,0.0,0.0,0.0,1,9,39.0,0.0,0.0,0.0,0.7435897435897436,6.794871794871795,6.833332909478082,39
TREY MCBRIDE,2024,WR,16,243.8,147,1,1146.0,2.0,111,2,1,0.0,0,0.0,ARI,Trey McBride,TREY MCBRIDE_WR,212.64999389648438,126.5,0.5,34.325069427490234,4.82716703414917,2,33,127.0,0.0,0.0,0.0,0.7551020408163265,7.795918367346939,15.237500190734863,148
TREY PALMER,2024,WR,10,35.2,22,0,172.0,0.0,12,1,0,0.0,0,0.0,TB,Trey Palmer,TREY PALMER_WR,74.80000305175781,47.0,2.0,-69.23076629638672,1.335646152496338,2,29,49.0,0.0,0.0,0.0,0.5454545454545454,7.818181818181818,3.5200000762939454,22
TREY SERMON,2024,RB,14,53.8,19,56,99.0,159.0,16,0,2,0.0,0,0.0,IND,Trey Sermon,TREY SERMON_RB,25.33333396911621,8.333333333333334,31.0,165.02462768554688,0.9627482891082764,3,23,39.333333333333336,75.0,3.440000057220459,0.0,0.0,0.0,3.8428570883614674,75
TREYLON BURKS,2024,WR,5,7.5,8,2,34.0,1.0,4,0,0,0.0,0,0.0,TEN,Treylon Burks,TREYLON BURKS_WR,45.16666793823242,30.666666666666668,3.6666666666666665,-81.20301055908203,1.113651156425476,3,25,34.333333333333336,0.0,0.0,0.0,0.5,4.25,1.5,10
TRISHTON JACKSON,2023,WR,2,4.9,4,0,9.0,0.0,2,0,0,0.0,0,0.0,MIN,Trishton Jackson,TRISHTON JACKSON_WR,4.900000095367432,4.0,0.0,0.0,0.0,1,2,4.0,0.0,0.0,0.0,0.5,2.25,2.450000047683716,4
TROY FRANKLIN,2024,WR,17,80.5,56,2,317.0,8.0,30,3,0,0.0,0,0.0,DEN,Troy Franklin,TROY FRANKLIN_WR,80.5,56.0,2.0,0.0,0.0,1,17,58.0,0.0,0.0,0.0,0.5357142857142857,5.660714285714286,4.735294117647059,58
TROY HAIRSTON,2022,RB,7,6.9,8,0,19.0,0.0,5,0,0,0.0,0,0.0,HOU,Troy Hairston,TROY HAIRSTON_RB,6.900000095367432,8.0,0.0,0.0,0.0,1,7,8.0,8.0,2.375,0.0,0.0,0.0,0.9857142993382045,8
TUA TAGOVAILOA,2024,QB,11,181.58,0,17,0.0,49.0,0,0,0,2867.0,19,7.0,MIA,Tua Tagovailoa,TUA TAGOVAILOA_QB,232.44000244140625,0.0,26.333333333333332,-36.24745559692383,4.5014424324035645,3,42,26.333333333333332,0.0,0.0,6.627136379490757,0.0,0.0,16.507272893732246,17
TUCKER FISK,2024,TE,8,13.4,9,0,54.0,0.0,8,0,0,0.0,0,0.0,LAC,Tucker Fisk,TUCKER FISK_TE,7.649999618530273,5.0,0.0,605.26318359375,0.9407594799995422,2,9,5.0,0.0,0.0,0.0,0.8888888888888888,6.0,1.6749999523162842,9
TUCKER KRAFT,2023,TE,12,91.899994,49,0,379.0,0.0,36,3,0,0.0,0,0.0,GB,Tucker Kraft,TUCKER KRAFT_TE,91.89999389648438,49.0,0.0,0.0,0.0,1,12,49.0,0.0,0.0,0.0,0.7346938775510204,7.73469387755102,7.658332824707031,49
TUCKER KRAFT,2024,WR,18,171.9,75,5,733.0,16.0,55,7,0,0.0,0,0.0,GB,Tucker Kraft,TUCKER KRAFT_WR,171.89999389648438,75.0,5.0,0.0,0.0,1,18,80.0,0.0,0.0,0.0,0.7333333333333333,9.773333333333333,9.549999660915798,80
TUTU ATWELL,2024,WR,16,101.7,63,2,580.0,7.0,43,0,0,0.0,0,0.0,LA,Tutu Atwell,TUTU ATWELL_WR,96.0333251953125,55.333333333333336,5.333333333333333,-17.4512996673584,3.1591222286224365,3,43,60.66666666666667,0.0,0.0,0.0,0.6825396825396826,9.206349206349206,6.356249809265137,65
TY CHANDLER,2024,RB,10,28.4,6,56,42.0,182.0,6,0,0,0.0,0,0.0,MIN,Ty Chandler,TY CHANDLER_RB,43.79999923706055,10.333333333333334,54.666666666666664,-71.88118743896484,0.8543808460235596,3,24,65.0,62.0,3.612903118133545,0.0,0.0,0.0,2.839999961853027,62
TY HILTON,2022,WR,5,25.9,15,0,159.0,0.0,10,0,0,0.0,0,0.0,DAL,T.Y. Hilton,TY HILTON_WR,25.899999618530273,15.0,0.0,0.0,0.0,1,5,15.0,0.0,0.0,0.0,0.6666666666666666,10.6,5.179999923706054,15
TY JOHNSON,2024,RB,20,114.5,29,61,318.0,307.0,22,4,1,0.0,0,0.0,BUF,Ty Johnson,TY JOHNSON_RB,66.23332977294922,21.0,45.333333333333336,176.57003784179688,1.5843013525009155,3,39,66.33333333333334,90.0,6.94444465637207,0.0,0.0,0.0,5.725,90
TY MONTGOMERY,2023,WR,7,9.9,12,3,40.0,9.0,5,0,0,0.0,0,0.0,NE,Ty Montgomery,TY MONTGOMERY_WR,10.100000381469727,8.0,2.5,-3.883500814437866,35.70884323120117,2,8,10.5,0.0,0.0,0.0,0.4166666666666667,3.3333333333333335,1.414285659790039,15
TYJAE SPEARS,2024,RB,12,113.6,35,84,224.0,312.0,30,1,4,0.0,0,0.0,TEN,Tyjae Spears,TYJAE SPEARS_RB,133.6999969482422,52.5,92.0,-26.13784408569336,4.703490734100342,2,29,144.5,119.0,4.504201889038086,0.0,0.0,0.0,9.466666539510092,119
TYLAN WALLACE,2024,WR,10,43.1,15,0,241.0,0.0,13,1,0,0.0,0,0.0,BAL,Tylan Wallace,TYLAN WALLACE_WR,19.5,8.0,0.0,432.0987243652344,0.953913152217865,3,17,8.0,0.0,0.0,0.0,0.8666666666666667,16.066666666666666,4.30999984741211,15
TYLER ALLGEIER,2024,RB,17,106.2,13,137,88.0,644.0,13,0,3,0.0,0,0.0,ATL,Tyler Allgeier,TYLER ALLGEIER_RB,134.40000915527344,17.666666666666668,177.66666666666666,-22.819772720336914,5.025432109832764,3,50,195.33333333333331,150.0,4.880000114440918,0.0,0.0,0.0,6.247058644014246,150
TYLER BADIE,2024,RB,4,10.2,3,13,-2.0,94.0,3,0,0,0.0,0,0.0,DEN,Tyler Badie,TYLER BADIE_RB,9.799999237060547,2.0,7.0,8.510641098022461,17.32411003112793,2,5,9.0,16.0,5.75,0.0,0.0,0.0,2.549999952316284,16
TYLER BOYD,2024,WR,15,78.3,57,1,390.0,3.0,39,0,0,0.0,0,0.0,TEN,Tyler Boyd,TYLER BOYD_WR,135.0399932861328,81.33333333333333,1.0,-45.9254150390625,2.5700221061706543,3,51,82.33333333333333,0.0,0.0,0.0,0.6842105263157895,6.842105263157895,5.220000203450521,58
TYLER CONKLIN,2024,WR,16,121.9,72,1,449.0,0.0,51,4,0,0.0,0,0.0,NYJ,Tyler Conklin,TYLER CONKLIN_WR,125.5,82.0,1.3333333333333333,-0.974814772605896,23.99306297302246,3,50,83.33333333333333,0.0,0.0,0.0,0.7083333333333334,6.236111111111111,7.618750095367432,73
TYLER DAVIS,2022,TE,5,6.6,7,0,26.0,0.0,4,0,0,0.0,0,0.0,GB,Tyler Davis,TYLER DAVIS_TE,6.599999904632568,7.0,0.0,0.0,0.0,1,5,7.0,0.0,0.0,0.0,0.5714285714285714,3.7142857142857144,1.3199999809265137,7
TYLER GOODSON,2024,RB,9,44.4,15,32,61.0,153.0,11,1,1,0.0,0,0.0,IND,Tyler Goodson,TYLER GOODSON_RB,31.25,12.0,22.5,145.30389404296875,1.6803866624832153,2,15,34.5,47.0,4.553191661834717,0.0,0.0,0.0,4.933333502875434,47
TYLER HIGBEE,2023,WR,16,108.5,71,0,495.0,0.0,47,2,0,0.0,0,0.0,LA,Tyler Higbee,TYLER HIGBEE_WR,130.25,89.5,0.0,-28.61842155456543,4.234512805938721,2,32,89.5,0.0,0.0,0.0,0.6619718309859155,6.971830985915493,6.78125,71
TYLER HIGBEE,2024,TE,5,55.8,27,0,178.0,0.0,20,3,0,0.0,0,0.0,LA,Tyler Higbee,TYLER HIGBEE_TE,55.79999923706055,27.0,0.0,0.0,0.0,1,5,27.0,0.0,0.0,0.0,0.7407407407407407,6.592592592592593,11.15999984741211,27
TYLER HUNTLEY,2024,QB,5,60.66,0,26,0.0,135.0,0,0,2,829.0,3,3.0,MIA,Tyler Huntley,TYLER HUNTLEY_QB,51.58000183105469,0.0,31.0,136.76815795898438,2.2605178356170654,3,16,31.0,0.0,0.0,3.6188178528347406,0.0,0.0,12.131999969482422,26
TYLER JOHNSON,2024,WR,11,61.1,41,0,291.0,0.0,26,1,0,0.0,0,0.0,LA,Tyler Johnson,TYLER JOHNSON_WR,34.95000076293945,22.0,0.0,594.3181762695312,0.945062518119812,2,12,22.0,0.0,0.0,0.0,0.6341463414634146,7.097560975609756,5.55454531582919,41
TYLER KROFT,2022,TE,4,9.7,5,0,57.0,0.0,4,0,0,0.0,0,0.0,SF,Tyler Kroft,TYLER KROFT_TE,9.699999809265137,5.0,0.0,0.0,0.0,1,4,5.0,0.0,0.0,0.0,0.8,11.4,2.424999952316284,5
TYLER LOCKETT,2024,WR,17,121.0,74,0,600.0,0.0,49,2,0,0.0,0,0.0,SEA,Tyler Lockett,TYLER LOCKETT_WR,190.8666534423828,107.0,0.0,-40.21739196777344,2.9421350955963135,3,51,107.0,0.0,0.0,0.0,0.6621621621621622,8.108108108108109,7.117647058823529,74
TYLER MABRY,2022,TE,1,7.7,1,0,7.0,0.0,1,1,0,0.0,0,0.0,SEA,Tyler Mabry,TYLER MABRY_TE,7.699999809265137,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,7.0,7.699999809265137,1
TYLER SCOTT,2024,WR,1,1.5,1,0,5.0,0.0,1,0,0,0.0,0,0.0,CHI,Tyler Scott,TYLER SCOTT_WR,18.700000762939453,16.5,3.5,-95.82172393798828,0.768773078918457,2,14,20.0,0.0,0.0,0.0,1.0,5.0,1.5,1
TYQUAN THORNTON,2024,WR,4,8.7,8,0,47.0,0.0,4,0,0,0.0,0,0.0,NE,Tyquan Thornton,TYQUAN THORNTON_WR,34.06666564941406,25.333333333333332,2.0,-68.01470184326172,1.1584330797195435,3,25,27.333333333333332,0.0,0.0,0.0,0.5,5.875,2.174999952316284,8
TYREEK HILL,2024,WR,17,218.2,122,8,959.0,53.0,81,6,0,0.0,0,0.0,MIA,Tyreek Hill,TYREEK HILL_WR,323.1333312988281,162.0,7.666666666666667,-44.563011169433594,3.488036870956421,3,52,169.66666666666666,0.0,0.0,0.0,0.6639344262295082,7.860655737704918,12.835293938131894,130
TYREIK MCALLISTER,2024,RB,1,1.1,0,2,0.0,11.0,0,0,0,0.0,0,0.0,LV,Tyreik McAllister,TYREIK MCALLISTER_RB,1.100000023841858,0.0,2.0,0.0,0.0,1,1,2.0,2.0,5.5,0.0,0.0,0.0,1.100000023841858,2
TYRELL SHAVERS,2024,WR,1,13.9,1,0,69.0,0.0,1,1,0,0.0,0,0.0,BUF,Tyrell Shavers,TYRELL SHAVERS_WR,13.899999618530273,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,69.0,13.899999618530273,1
TYRIE CLEVELAND,2022,WR,3,4.8,7,0,28.0,0.0,2,0,0,0.0,0,0.0,DEN,Tyrie Cleveland,TYRIE CLEVELAND_WR,4.800000190734863,7.0,0.0,0.0,0.0,1,3,7.0,0.0,0.0,0.0,0.2857142857142857,4.0,1.6000000635782878,7
TYRION DAVISPRICE,2024,RB,1,0.7,0,3,0.0,7.0,0,0,0,0.0,0,0.0,PHI,Tyrion Davis-Price,TYRION DAVISPRICE_RB,4.233333110809326,0.6666666666666666,14.333333333333334,-66.66666412353516,0.8539853692054749,3,7,15.0,3.0,2.3333332538604736,0.0,0.0,0.0,0.699999988079071,3
TYROD TAYLOR,2024,QB,2,20.06,0,3,0.0,13.0,0,0,0,119.0,3,0.0,NYJ,Tyrod Taylor,TYROD TAYLOR_QB,39.57332992553711,0.0,15.333333333333334,-77.03229522705078,0.9513431787490845,3,14,15.333333333333334,0.0,0.0,25.210084033613445,0.0,0.0,10.029999732971191,3
TYRON JOHNSON,2022,WR,1,1.8,1,0,8.0,0.0,1,0,0,0.0,0,0.0,HOU,Tyron Johnson,TYRON JOHNSON_WR,1.7999999523162842,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,8.0,1.7999999523162842,1
TYRONE TRACY,2024,RB,17,182.3,53,192,284.0,839.0,38,1,5,0.0,0,0.0,NYG,Tyrone Tracy,TYRONE TRACY_RB,182.3000030517578,53.0,192.0,0.0,0.0,1,17,245.0,245.0,4.583673477172852,0.0,0.0,0.0,10.72352959127987,245
TYSON WILLIAMS,2022,RB,1,1.5,1,0,5.0,0.0,1,0,0,0.0,0,0.0,ARI,Ty'Son Williams,TYSON WILLIAMS_RB,1.5,1.0,0.0,0.0,0.0,1,1,1.0,1.0,5.0,0.0,0.0,0.0,1.5,1
VAN JEFFERSON,2024,WR,16,75.3,42,0,313.0,0.0,26,3,0,0.0,0,0.0,PIT,Van Jefferson,VAN JEFFERSON_WR,65.16666412353516,43.0,0.3333333333333333,82.324462890625,3.140960454940796,3,40,43.333333333333336,0.0,0.0,0.0,0.6190476190476191,7.4523809523809526,4.706250190734863,42
VELUS JONES,2023,WR,10,11.099999,7,8,20.0,51.0,4,0,0,0.0,0,0.0,CHI,Velus Jones Jr.,VELUS JONES_WR,24.549999237060547,10.5,8.5,-70.78948211669922,1.290666937828064,2,19,19.0,0.0,0.0,0.0,0.5714285714285714,2.857142857142857,1.109999942779541,15
VELUS JONES,2024,RB,2,2.9,1,3,8.0,11.0,1,0,0,0.0,0,0.0,CAR,Velus Jones,VELUS JONES_RB,2.9000000953674316,1.0,3.0,0.0,0.0,1,2,4.0,4.0,4.75,0.0,0.0,0.0,1.4500000476837158,4
WANDALE ROBINSON,2024,WR,17,182.7,140,3,699.0,18.0,93,3,0,0.0,0,0.0,NYG,Wan'Dale Robinson,WANDALE ROBINSON_WR,122.5,83.0,4.666666666666667,37.16216278076172,1.8504046201705933,3,38,87.66666666666667,0.0,0.0,0.0,0.6642857142857143,4.992857142857143,10.747058644014245,143
WILL DISSLY,2023,TE,12,40.2,22,0,172.0,0.0,17,1,0,0.0,0,0.0,SEA,Will Dissly,WILL DISSLY_TE,63.55000305175781,30.0,0.0,-53.73992919921875,1.9244811534881592,2,27,30.0,0.0,0.0,0.0,0.7727272727272727,7.818181818181818,3.3500000635782876,22
